Song,Artist,Song Popularity,Danceability,Energy,Tempo,Speechiness,Artist Genres,Artist Popularity,Artist uri,Song uri,Song Duration
Life,Carlita,47,0.529,0.772,124.008,0.0554,[],46,1GVbOnrND8b3eh2JZ4opw8,4GQdoFuNNiN3GGj6UrtVR4,180000
See You Again - Carlita Remix,Carlita,47,0.627,0.748,122.015,0.0379,[],46,1GVbOnrND8b3eh2JZ4opw8,1faiHBh9gna1zCV1twdVhs,180000
Cinecittà,Carlita,46,0.595,0.913,125.0,0.0442,[],46,1GVbOnrND8b3eh2JZ4opw8,7BpAUyMcDLWfFZo8tvJvh5,180000
Nation,Carlita,43,0.487,0.931,124.006,0.0422,[],46,1GVbOnrND8b3eh2JZ4opw8,7u6e2bismSIAH1fyUvj3Ru,180000
Sete - Carlita Remix,Carlita,42,0.769,0.868,124.998,0.0618,[],46,1GVbOnrND8b3eh2JZ4opw8,5jhpcEksB86jVuf71FRXHS,180000
Come With Me,Carola,55,0.691,0.959,125.049,0.0369,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,2Ho4XR2Hmtf3y9lNO5w04b,180000
Bum Bum Tam Tam,Carola,52,0.846,0.899,125.02,0.181,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,5XQE6aJrjtzjQCfEhJ4NuL,180000
Time Away,Carola,51,0.734,0.679,124.962,0.044,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,6rZNLJ9VYoOMQhZkuKUZ1L,180000
Welcome To The Future,Carola,49,0.781,0.782,125.076,0.0769,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,6rwKmp46Ssl0D9VDVaGKVo,180000
Nunca Vai Mudar - RUSHÖ & Carola Remix,Carola,45,0.71,0.869,124.992,0.0729,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,39HSF1vuo52GS3899DoCPx,180000
Back To The Old School,Carola,40,0.633,0.98,125.003,0.0751,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,4F7LB2F4E2kAeYKLEoWc61,180000
Groovemasta,Carola,39,0.762,0.906,127.001,0.0544,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,26wsiUVYF5M42ikSihxWBl,180000
Never Let Me Go,Carola,39,0.828,0.834,126.025,0.0377,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,3CEXfu2rSEzUSGB9zFUoZz,180000
Apache,Carola,38,0.715,0.994,125.998,0.0784,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,3VqcCBJYupv8mu8pHLXqL1,180000
Psycho Lover,Carola,38,0.729,0.764,124.973,0.0415,['brazilian edm'],43,1ms2l3rB6iHHxtPvR9kxgW,7gmkbK3M8aNDtgANtdC4rJ,180000
WARFARE,CELO,49,0.552,0.97,75.018,0.107,[],33,0cF121Uo22slYVIvyft0Eh,6lKOsX2JpmCcOf1ja3Xu6g,180000
NUMB,CELO,40,0.507,0.935,140.168,0.0895,[],33,0cF121Uo22slYVIvyft0Eh,2UirRqzzP6jjy3jBLLVf7N,180000
Feel Nothing,CELO,39,0.664,0.824,145.061,0.0885,[],33,0cF121Uo22slYVIvyft0Eh,2KUlPVz7UTeOh11er0lYRI,180000
Land Of Darkness,CELO,36,0.471,0.968,145.027,0.15,[],33,0cF121Uo22slYVIvyft0Eh,3LCFA0TbW76ZlX0khWtBkn,180000
Drive Away (CELO Remix),CELO,26,0.487,0.731,149.875,0.0401,[],33,0cF121Uo22slYVIvyft0Eh,5xC7lUUaYFtqb4YRMLJ7d7,180000
NEVER KNOW,CELO,22,0.602,0.993,145.043,0.0676,[],33,0cF121Uo22slYVIvyft0Eh,54A0ymjzedFTtxGK1UKfv3,180000
Freakiness,Chelina Manuhutu,37,0.662,0.947,126.016,0.0448,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,27teEuh9kHjCj4SOQWgkZy,180000
Amsterdam Rave,Chelina Manuhutu,34,0.793,0.922,130.003,0.051,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,4U8VcZVAZjQlWrWbOrMy4r,180000
Big G,Chelina Manuhutu,33,0.766,0.903,123.99,0.0749,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,4GjYLnxeEeBauUx1AlHucY,180000
Always Around - Chelina Manuhutu Remix,Chelina Manuhutu,31,0.775,0.963,127.013,0.0534,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,0Fnd30BgPKJTAJrhqvQHoi,180000
You´re so Fine - Radio Mix,Chelina Manuhutu,28,0.748,0.874,126.01,0.055,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,04hvcyZHZn9OhiXNI9NFve,180000
Takes a Little Something,Chelina Manuhutu,23,0.803,0.936,125.005,0.0613,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,2jfhEiEUYJ4flikEHH1Ycd,180000
All On You,Chelina Manuhutu,22,0.739,0.885,124.984,0.0502,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,6ZLKFBN9bkHcVF59kzmEyb,180000
Fantastic Job,Chelina Manuhutu,22,0.798,0.901,122.993,0.0452,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,4Hrok0BvJLQhfvMZ2pXFLB,180000
You're so Fine,Chelina Manuhutu,21,0.772,0.894,126.033,0.0636,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,4NuOFXZggty2cBcqWmTgNs,180000
Freakiness - Extended Mix,Chelina Manuhutu,18,0.748,0.927,126.006,0.0524,['dutch tech house'],24,4IoT1ZwtqNYn1u7q9r62Sy,3SQkHuArH0D2Cihs5os4Qi,180000
All Night Long,Chris Stussy,62,0.791,0.704,133.006,0.0461,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,7b4twDZXjQf8gyQGSvySZd,180000
Midtown Playground,Chris Stussy,55,0.795,0.885,130.012,0.0466,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,22fEl4nzfgTqKi7ZYNXW3c,180000
Seeing & Believing - Kolter Remix,Chris Stussy,41,0.776,0.724,128.008,0.0442,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,5ofPzkJ57L6IWXPmnb4f0C,180000
Blueprint,Chris Stussy,47,0.791,0.795,132.027,0.0421,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,4DAfNjiubDTrgP8fyRKBmj,180000
What U Want - Chris Stussy & Djoko a.k.a Kolter Remix,Chris Stussy,44,0.729,0.827,124.988,0.175,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,1n08icLHZNvLJ03UdsIuQS,180000
Breather,Chris Stussy,46,0.756,0.921,125.01,0.0701,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,1e20Z4j3nuQP35vFtyF1JU,180000
Evening Drive,Chris Stussy,34,0.803,0.801,128.007,0.0633,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,1gSArrE11Keig6Eu1YeWmB,180000
Sense of Future,Chris Stussy,41,0.747,0.837,128.996,0.0558,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,5Kq0Jib7ExaLawQnkW5ygj,180000
Boogie Trippin,Chris Stussy,39,0.829,0.79,124.027,0.078,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,2oVOBTNTiHqcnQXyY4E8eR,180000
Whatudo,Chris Stussy,28,0.805,0.813,126.995,0.0624,['dutch tech house'],46,3BxjasMelf9pKaE4f7Y0So,309Yv0EWQbl2nQBTsIUCeH,180000
STFU,Crankdat,61,0.4,0.991,136.261,0.0842,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,0v1nobrUSVLIXrYaI4zwkw,180000
Kneel Before Me,Crankdat,56,0.596,0.97,150.003,0.0691,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,0qwMoAstkTXlWE8lQJBRzY,180000
Ground Shake,Crankdat,53,0.63,0.984,145.074,0.0658,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,0h2ZSu1j6YFsGj85eSyrI4,180000
HEAT,Crankdat,46,0.599,0.947,139.993,0.0783,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,0TXLWUylDEutqkWq4lI590,180000
Hollow - Crankdat Remix,Crankdat,49,0.351,0.962,149.984,0.121,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,24iRIS3YOb5V4I56alCt0E,180000
Redo,Crankdat,51,0.62,0.935,145.963,0.0465,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,6NZunfz5wbY8pYeDDlJUas,180000
Drew Barrymore - Crankdat Remix,Crankdat,49,0.597,0.824,152.011,0.0946,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,5Hc35BziLaXfLebKmds2FV,180000
Ding Dong,Crankdat,49,0.797,0.975,128.035,0.0648,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,4pRnMMMzvjj9uqMZa0YO7U,180000
Wobble,Crankdat,49,0.623,0.985,150.01,0.111,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,68Gszh9enogLwJUbTcjjWe,180000
Move Back,Crankdat,48,0.749,0.958,130.019,0.0797,['dubstep'],50,5lCekoJW9jNq01B1wiqdAb,4eX9IUbwqNJKyzFWDRExjc,180000
Something About You,DJ Icey,31,0.637,0.814,127.998,0.0286,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,2KJtXzALsmzzrGDjaSdjKu,180000
Low Down Good Girl,DJ Icey,28,0.743,0.852,126.012,0.0458,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,2cAsWgrlR3PArymdk6uUnY,180000
Disco Lights - Original Mix,DJ Icey,27,0.747,0.951,127.99,0.0858,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,6Lm3KszoGq46dWZzoXmVdN,180000
Hold on to Me,DJ Icey,25,0.713,0.96,127.976,0.041,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,1mRPyln7ZEyhg08FMSikdW,180000
Everything Gonna Be Just Fine,DJ Icey,24,0.688,0.772,134.983,0.04,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,3MD9iCyMSfyJN7WzAhHmJi,180000
Going Back,DJ Icey,24,0.747,0.9,122.943,0.0395,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,53BZVU88pXCnstZ8i1XnA1,180000
Dreams,DJ Icey,24,0.729,0.634,135.015,0.0372,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,7dLemiDFrozh4GIrRcYkQv,180000
Baby Girl,DJ Icey,21,0.873,0.737,127.998,0.0446,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,240ZHgJPL5u4t7CYKOd6fv,180000
Always Room (Take Me 2 U Reprise),DJ Icey,23,0.792,0.762,129.964,0.0395,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,3Mv7zkcqwMklUZt1yatc4M,180000
The One,DJ Icey,23,0.677,0.944,134.028,0.0355,['breakbeat'],25,6bqEoxxGlwtRXZsoAXJFzA,4CoJdutEpv1RI8zw25GtOA,180000
Escape (feat. Hayla),deadmau5,71,0.659,0.798,126.064,0.0749,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,3VpxEo6vMpi4rQ6t2WVVkK,180000
I Remember - John Summit Remix,deadmau5,64,0.531,0.855,126.018,0.0335,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,3zFsJdVCu29em7VUB3Ujqp,180000
Ghosts 'n' Stuff - Extended Mix,deadmau5,62,0.622,0.63,127.995,0.127,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,0KR5i46RXvDy8YzOZRvTAI,180000
Sacrifice,deadmau5,65,0.667,0.956,129.991,0.287,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,76YXmewvHFse7tBeOTtSx3,180000
The Veldt Cinema - BYNX Edit,deadmau5,63,0.587,0.829,127.977,0.0326,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,1GD5ooLHgV9nolrem1DBiB,180000
The Veldt - Radio Edit,deadmau5,58,0.736,0.759,128.036,0.0347,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,5sGIgGkeYiiWdN0NVYJZ0I,180000
Escape - John Summit Remix,deadmau5,62,0.631,0.84,125.992,0.0347,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,68lTEhMEx4MxDCJypT6bXE,180000
Alive (feat. The Moth & The Flame),deadmau5,53,0.653,0.886,124.004,0.0685,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,1wbQbpNwQzcrgphXzWcgw7,180000
Infraliminal,deadmau5,61,0.622,0.439,89.958,0.227,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,7syNqxCLAQZzQlkRyJIfDr,180000
Ghosts 'n' Stuff (feat. Rob Swire) [Jauz Remix],deadmau5,56,0.494,0.748,149.978,0.0583,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",65,2CIMQHirSU0MQqyYHq0eOx,70vjXI7oBou5buTtgiJeRW,180000
0506+056,Deathpact,55,0.554,0.96,101.39,0.148,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,59TGl54BuBykznlNNMfPJ0,180000
Chemical Bond,Deathpact,54,0.635,0.93,73.981,0.0583,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,5kn2FMZoBVClbA9CV7w3k5,180000
SOOTHSAYER,Deathpact,51,0.634,0.75,95.106,0.0908,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,20HGVj6zb5CPf5ZnNt3KzL,180000
Life & Death,Deathpact,46,0.753,0.527,104.998,0.219,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,2VIvHyBZd3Koru0T9cUBhV,180000
Danger,Deathpact,46,0.72,0.742,122.049,0.101,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,3n8ieO7vXTOIJjAYeRgWEi,180000
FALLING,Deathpact,43,0.453,0.535,83.072,0.0394,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,5i9Ve5FXWxkHERsCApr5n7,180000
Mitosis,Deathpact,43,0.582,0.78,142.022,0.0506,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,1F1yF2KSilU2YLOMuYYf71,180000
Kiss of Death,Deathpact,40,0.634,0.941,96.036,0.0901,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,7hsdVxq46lGYhG41loDu8j,180000
ACHROMATIC (YOI),Deathpact,42,0.567,0.99,147.956,0.15,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,59VLB2PliEAlylSbCdH7Xa,180000
HIATUS,Deathpact,41,0.655,0.938,75.016,0.511,['dark clubbing'],44,09C3CKFxKEw1n1Z7kvT3jb,5VP26gpbXmM3GQ3vOBofqz,180000
El Sueño,Dennis Cruz,38,0.898,0.643,123.999,0.0638,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,5BuFt1sQmebCdqwAJ0vZmi,180000
What U Doing,Dennis Cruz,42,0.812,0.581,126.006,0.0754,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,6bU9aYY97cCrzsx1IKdxZG,180000
Goldigger,Dennis Cruz,51,0.802,0.887,127.022,0.0838,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,10YoUoKIx96ZJM0NDSkTlV,180000
El Sueño - Radio Edit,Dennis Cruz,33,0.91,0.523,123.992,0.0887,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,0Fdg1K74O83ByiiOUpNBq5,180000
El Sueño (feat. Martina Camargo),Dennis Cruz,46,0.826,0.673,123.939,0.0674,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,6TQ70WDuO3P3GZ8fo2iRZc,180000
Poke Bowl,Dennis Cruz,45,0.811,0.638,125.995,0.054,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,3C7sz0HzEs8NGsHbNC5clu,180000
Bad Behaviour,Dennis Cruz,43,0.867,0.539,123.004,0.0835,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,3VLBjYS5Dhbw2vUd4ku4PU,180000
Los Tamales,Dennis Cruz,31,0.797,0.706,123.998,0.09,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,6SLsMEPjJjUY3tZUzHsT6z,180000
To Burn (feat. Leo Wood),Dennis Cruz,39,0.811,0.548,123.005,0.0837,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,1EyQe0VHOoJr1WIhSgFk3r,180000
The Sun,Dennis Cruz,38,0.789,0.79,122.011,0.0547,['latin tech house'],44,27mWOSZjlpmtoqsRjRwQyu,4DNTtlasx178Z0rYuU1JlP,180000
Five More Hours,Deorro,74,0.699,0.883,127.961,0.219,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,3MOECVkNshqHYTPt5DZcdN,180000
Yo Las Pongo,Deorro,56,0.706,0.92,150.058,0.0409,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,7qJSQ78QTzlEoklmPZmiKy,180000
Perdoname (feat. DyCy & Adrian Delgado),Deorro,62,0.855,0.856,127.989,0.105,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,5cR7culxUEPLhzIC0KWAH1,180000
Savage,Deorro,67,0.694,0.7,127.965,0.0488,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,76A1RRDEyHKtmV3Vh6PeVN,180000
Five Hours,Deorro,64,0.88,0.821,127.907,0.118,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,6r7FXNO57mlZCBY6PXcZZT,180000
Bailar (feat. Elvis Crespo) - Radio Edit,Deorro,62,0.793,0.848,128.104,0.121,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,1HCw8XKtTgWWU3JlEUR0qQ,180000
Bailar (feat. Pitbull & Elvis Crespo),Deorro,61,0.75,0.891,128.065,0.227,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,1A5yplwEk6cJbAL63L6bkp,180000
Hands Up,Deorro,58,0.654,0.983,130.116,0.176,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,3WCxK21BE4ar25o8hYUsWn,180000
Flashlight,Deorro,53,0.705,0.949,128.014,0.0454,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,4soJPaN3etpZC72tHZztw3,180000
Bring It Back (feat. Max Styler),Deorro,53,0.762,0.904,127.962,0.0862,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",63,6VD4UEUPvtsemqD3mmTqCR,3On0xk67ckVLs1qEpTF8mY,180000
Goodies,Dillon Francis,66,0.844,0.865,126.008,0.0431,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,1rGd2CoMxEg2dnaytLY5ZG,180000
Get Low,Dillon Francis,62,0.674,0.932,101.033,0.0859,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,3oZoXyU0SkDldgS7AcN4y4,180000
Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Dillon Francis,63,0.469,0.724,145.943,0.0567,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,1Yqe3VYgjOhhJLtqkla2zc,180000
Shivers (Dillon Francis Remix) [Main Mix],Dillon Francis,61,0.744,0.828,124.029,0.0289,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,59zbXPD0j7JxsVVm480g3b,180000
Pretty People (feat. INJI),Dillon Francis,61,0.774,0.851,130.023,0.0438,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,1EdmLWe4HDbrw5CM0bOnxS,180000
Once Again,Dillon Francis,61,0.725,0.883,126.033,0.0642,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,0FzqS9TaYAKwhjdIXfphtd,180000
Move It,Dillon Francis,61,0.796,0.894,127.009,0.0502,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,2YUVIkvZ2tPEZYTepX6oT9,180000
buttons!,Dillon Francis,55,0.731,0.953,126.013,0.0699,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,5ekfEEnkAHxrn2KNvyZg7E,180000
Real Love,Dillon Francis,57,0.549,0.793,123.893,0.104,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,4Juaa2ppIOYcSWbrVtcrNp,180000
I Like It - Dillon Francis Remix,Dillon Francis,58,0.731,0.854,150.163,0.149,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",61,5R3Hr2cnCCjt220Jmt2xLf,6WK7h2WfMmnX7zOZnfzoYo,180000
Bring Forth The Pressure,Dirt Monkey,34,0.607,0.949,180.033,0.0969,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,7r5dj3XCojWuJ3iv9OfKi2,180000
Colossal,Dirt Monkey,43,0.737,0.782,140.051,0.0552,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,68259QF2vdPWB3zu9YE6Ol,180000
Let That Go,Dirt Monkey,40,0.657,0.933,174.006,0.235,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,2NX8NP9hZ0Cl97jrmgxJh6,180000
Full Circle,Dirt Monkey,40,0.558,0.932,180.068,0.222,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,0oeSHt8QrW3olWPkFO4WbG,180000
Quarantinis,Dirt Monkey,40,0.643,0.833,75.009,0.0503,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,5Z22hgesxbffiozdkJpxmC,180000
Gummy Worm - Dirt Monkey x Jantsen Remix,Dirt Monkey,39,0.536,0.94,75.024,0.419,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,5GtUkYKZnvBfW5FwOzYEom,180000
Bassface,Dirt Monkey,39,0.626,0.912,173.966,0.305,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,6JMlB2FSy3OxFo40Fx5tjf,180000
Shut Up,Dirt Monkey,38,0.835,0.812,90.009,0.183,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,4ntIKaJ28vOa71fr8Wiohe,180000
Flow,Dirt Monkey,38,0.694,0.847,144.922,0.045,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,73gphWLLJ159DghFeKPtdU,180000
TELLIN ME,Dirt Monkey,36,0.594,0.9,150.137,0.0535,"['brostep', 'dubstep', 'filthstep']",40,5dNqUwGTZcQQ09ecTKkCGH,3QbrKPEd40mrwoMH8750b7,180000
Baby Girl,Disco Lines,77,0.73,0.907,120.968,0.0606,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,2cSdAkzAf2T4j4aLvx4LLz,180000
Restless Bones,Disco Lines,67,0.754,0.76,121.979,0.0384,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,0ymhaRjiCwNQzeQEjewE7F,180000
Baby Girl - James Hiraeth Remix,Disco Lines,60,0.579,0.711,87.426,0.136,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,46OUNIkdTF8qRXlU6vTXIU,180000
I See Colors,Disco Lines,60,0.71,0.619,133.116,0.063,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,6CfcDeHk4tzSmkd97HRvM3,180000
TECHNO + TEQUILA (feat. Morgan Harvill),Disco Lines,58,0.849,0.825,126.071,0.0498,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,1Tk7GuYDspyvq16jy2Tpwl,180000
RWEOK?,Disco Lines,58,0.672,0.938,126.995,0.0369,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,2YhEJoYccyE5wpdAkZWbPk,180000
GASLIGHT - Disco Lines Remix,Disco Lines,58,0.775,0.908,126.006,0.0382,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,6GySyFiTBzecISp6AEU7km,180000
Misbehave,Disco Lines,57,0.734,0.858,124.036,0.0428,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,5ycGcr8ZiWiutDmLps8UQG,180000
Another Chance,Disco Lines,56,0.69,0.654,127.942,0.0731,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,4kNPMxRexEZSrsXfz628D3,180000
2 Hearts,Disco Lines,52,0.687,0.758,122.93,0.114,['stutter house'],59,5Kmr0b3ip8g9P2i0dLTC3Z,1XAHKYnFF4fpvM8sWxSYZt,180000
Washing Machine Soundscapes,Discovery Soundscapes,38,0.0907,0.318,88.121,0.0522,[],30,6XrTaOWstLi77Ns9GkcMTT,56LWABCVIqEKBpl2BQz5Fo,180000
Calm Hotel Aircon Surround,Discovery Soundscapes,35,0.192,0.00618,61.176,0.0582,[],30,6XrTaOWstLi77Ns9GkcMTT,55Qk7uiFMLkwEr6EIMbycN,180000
Air Conditioning Sound,Discovery Soundscapes,33,,,,,[],30,6XrTaOWstLi77Ns9GkcMTT,1u4pEcmuwX9AeMfcVXzJWe,180000
Calm Fridge Sound,Discovery Soundscapes,31,0.294,0.00481,76.221,0.0509,[],30,6XrTaOWstLi77Ns9GkcMTT,1jfU8eV4LCizeUoskrHKgR,180000
Ferry Boat Engine Sound,Discovery Soundscapes,31,0.125,0.341,89.856,0.0522,[],30,6XrTaOWstLi77Ns9GkcMTT,6ky9ucs16FtfuXTGfcXsdy,180000
